job_name_jobs_list,job_company_jobs_list,job_page_link,jobs_country_jobs_list,posted_date,deadline,job_salary_jobs_list,job_page_full_url,job_name_job_page,company_name_job_page,job_country_job_page,job_time_job_page,job_salary_job_page,job_category,job_overview,job_description_details,company_reg_date,company_phone,company_address
housemaid,BUJARA OVERSEAS AGENCY LTD,./jobs?id=6347,Saudi Arabia,"25 Jun, 2024 - 25 Jun, 2026","Deadline : 31 Dec, 2024",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6347,housemaid,BUJARA OVERSEAS AGENCY LTD,Saudi Arabia,"Jun 25, 2024 - Jun 25, 2026 ",SAR 900,Domestic Worker,House maids needed in Saudi Arabia to work for a contract period of 2 years.,House maids needed in Saudi Arabia to work for a contract period of 2 years.						,"08 August, 2024",+256775233152,"['P O Box  5328,', 'Plot 2, Fr Seryazi Nicholas Close, Makindye,', 'Kampala,', 'Uganda.']"
HOUSE MAID,FREE ZONE INTERNATIONAL RECRUITMENT AGENCY LTD,./jobs?id=6230,Saudi Arabia,"22 Mar, 2024 - 22 Mar, 2026","Deadline : 10 Dec, 2024",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6230,HOUSE MAID,FREE ZONE INTERNATIONAL RECRUITMENT AGENCY LTD,Saudi Arabia,"Mar 22, 2024 - Mar 22, 2026 ",SAR 900,Domestic Worker,SHE SHOULD BE TRAINED IN UGAND,SHE SHOULD BE TRAINED IN UGAND						,"18 July, 2024",+256-755-960507,"['P O Box  5328,', 'Plot 2, Fr Seryazi Nicholas Close, Makindye,', 'Kampala,', 'Uganda.']"
HOUSE MAID,HIREON AGENCY LIMITED,./jobs?id=6139,Saudi Arabia,"08 Jul, 2024 - 08 Jul, 2026","Deadline : 12 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6139,HOUSE MAID,HIREON AGENCY LIMITED,Saudi Arabia,"Jul 08, 2024 - Jul 08, 2026 ",SAR 900,Domestic Worker,A house maid is a female servant employed to do house work,A house maid is a female servant employed to do house work						,"18 November, 2024",+256-786-702000,"['P O Box  5328,', 'Plot 2, Fr Seryazi Nicholas Close, Makindye,', 'Kampala,', 'Uganda.']"
HOUSEMAID,CRYSTAL JOBMARTS COMPANY LTD,./jobs?id=6109,Saudi Arabia,"02 Jan, 2024 - 01 Jan, 2026","Deadline : 31 Dec, 2024",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6109,HOUSEMAID,CRYSTAL JOBMARTS COMPANY LTD,Saudi Arabia,"Jan 02, 2024 - Jan 01, 2026 ",SAR 900,Domestic Worker,"This Job exists to assist households in carrying out domestic work such as general cleaning, cooking, babysitting, ironing, washing, elderly care disabled care, and any other assigned duties within the confines of the home.","This Job exists to assist households in carrying out domestic work such as general cleaning, cooking, babysitting, ironing, washing, elderly care disabled care, and any other assigned duties within the confines of the home.","04 November, 2024",+256-704-697917,"['P O Box  5328,', 'Plot 2, Fr Seryazi Nicholas Close, Makindye,', 'Kampala,', 'Uganda.']"
HOUSE MAID,HIREON AGENCY LIMITED,./jobs?id=6052,Saudi Arabia,"08 Jul, 2024 - 08 Jul, 2026","Deadline : 24 Nov, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6052,HOUSE MAID,HIREON AGENCY LIMITED,Saudi Arabia,"Jul 08, 2024 - Jul 08, 2026 ",SAR 900,Domestic Worker,A house maid is a female servant  employed to do house work.,A house maid is a female servant  employed to do house work.						,"18 November, 2024",+256-786-702000,"['P O Box  5328,', 'Plot 2, Fr Seryazi Nicholas Close, Makindye,', 'Kampala,', 'Uganda.']"
HOUSEMAID,SHUKRAN HABIB CONSULTANTS LTD,./jobs?id=5988,Saudi Arabia,"21 Sep, 2023 - 20 Sep, 2025","Deadline : 31 Dec, 2024",SAR 900,https://eemis.mglsd.go.ug/jobs?id=5988,HOUSEMAID,SHUKRAN HABIB CONSULTANTS LTD,Saudi Arabia,"Sep 21, 2023 - Sep 20, 2025 ",SAR 900,Domestic Worker,HOUSEMAIDS NEEDED,HOUSEMAIDS NEEDED						,"25 November, 2024",+256-702-000206,"['P O Box  5328,', 'Plot 2, Fr Seryazi Nicholas Close, Makindye,', 'Kampala,', 'Uganda.']"
HOUSEMAIDS,SHUKRAN HABIB CONSULTANTS LTD,./jobs?id=5841,Saudi Arabia,"29 Jun, 2023 - 28 Jun, 2025","Deadline : 18 Jun, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=5841,HOUSEMAIDS,SHUKRAN HABIB CONSULTANTS LTD,Saudi Arabia,"Jun 29, 2023 - Jun 28, 2025 ",SAR 900,Domestic Worker,HOUSEMAIDS NEEDED,HOUSEMAIDS NEEDED,"25 November, 2024",+256-702-000206,"['P O Box  5328,', 'Plot 2, Fr Seryazi Nicholas Close, Makindye,', 'Kampala,', 'Uganda.']"
HOUSEMAIDS,OSITE LOGISTICS LIMITED,./jobs?id=5767,Saudi Arabia,"10 Oct, 2023 - 09 Oct, 2025","Deadline : 31 Dec, 2024",SAR 900,https://eemis.mglsd.go.ug/jobs?id=5767,HOUSEMAIDS,OSITE LOGISTICS LIMITED,Saudi Arabia,"Oct 10, 2023 - Oct 09, 2025 ",SAR 900,Domestic Worker,We are looking for HOUSEMAIDS with proven working experience (SHOULD UNDERGO TRAINING) in the relevant field and able to work independently and remain motivated.,We are looking for HOUSEMAIDS with proven working experience (SHOULD UNDERGO TRAINING) in the relevant field and able to work independently and remain motivated.,"15 April, 2024",+256-774-920307,"['P O Box  5328,', 'Plot 2, Fr Seryazi Nicholas Close, Makindye,', 'Kampala,', 'Uganda.']"
Housemaid,OSITE LOGISTICS LIMITED,./jobs?id=5752,Saudi Arabia,"10 Oct, 2023 - 09 Oct, 2025","Deadline : 31 Dec, 2024",SAR 900,https://eemis.mglsd.go.ug/jobs?id=5752,Housemaid,OSITE LOGISTICS LIMITED,Saudi Arabia,"Oct 10, 2023 - Oct 09, 2025 ",SAR 900,Domestic Worker,We are looking for HOUSEMAIDS with proven working experience (SHOULD UNDERGO TRAINING) in the relevant field and able to work independently and remain motivated.,We are looking for HOUSEMAIDS with proven working experience (SHOULD UNDERGO TRAINING) in the relevant field and able to work independently and remain motivated.,"15 April, 2024",+256-774-920307,"['P O Box  5328,', 'Plot 2, Fr Seryazi Nicholas Close, Makindye,', 'Kampala,', 'Uganda.']"
house maids,Jerusalem Recruitment Agency Ltd,./jobs?id=5305,Saudi Arabia,"21 Nov, 2022 - 20 Nov, 2024","Deadline : 31 Dec, 2024",SAR 900,https://eemis.mglsd.go.ug/jobs?id=5305,house maids,Jerusalem Recruitment Agency Ltd,Saudi Arabia,"Nov 21, 2022 - Nov 20, 2024 ",SAR 900,Domestic Worker,"This Job exists to assist households in carrying out domestic work such as general cleaning, cooking, babysitting, ironing, washing, elderly care and disabled care and any other assigned duties within the confines of the home","This Job exists to assist households in carrying out domestic work such as general cleaning, cooking, babysitting, ironing, washing, elderly care and disabled care and any other assigned duties within the confines of the home","06 July, 2023",+256-393-239190,"['P O Box  5328,', 'Plot 2, Fr Seryazi Nicholas Close, Makindye,', 'Kampala,', 'Uganda.']"
House Maid,SHUKRAN HABIB CONSULTANTS LTD,./jobs?id=4691,Saudi Arabia,"20 Apr, 2022 - 19 Apr, 2024","Deadline : 31 Dec, 2024",SAR 900,https://eemis.mglsd.go.ug/jobs?id=4691,House Maid,SHUKRAN HABIB CONSULTANTS LTD,Saudi Arabia,"Apr 20, 2022 - Apr 19, 2024 ",SAR 900,Domestic Worker,domestic worker,domestic worker,"25 November, 2024",+256-702-000206,"['P O Box  5328,', 'Plot 2, Fr Seryazi Nicholas Close, Makindye,', 'Kampala,', 'Uganda.']"
DOMESTIC WORKER,SAVIOURS INTERNATIONAL AGENCY LIMITED,./jobs?id=4101,Saudi Arabia,"23 Aug, 2021 - 23 Aug, 2023","Deadline : 12 Sep, 2027",SAR 900,https://eemis.mglsd.go.ug/jobs?id=4101,DOMESTIC WORKER,SAVIOURS INTERNATIONAL AGENCY LIMITED,Saudi Arabia,"Aug 23, 2021 - Aug 23, 2023 ",SAR 900,Domestic Worker,Cleaning and dusting the house.,Cleaning and dusting the house.,"23 March, 2023",+256-781-157792,"['P O Box  5328,', 'Plot 2, Fr Seryazi Nicholas Close, Makindye,', 'Kampala,', 'Uganda.']"
