company_name,company_link,company_location_companiespage,company_phone_x,company_calendar,logo_link,company_name_copg,license_no,start_date,expiry_date,address,phone_no,email,active_company,job_name_jobs_list,job_page_link,jobs_country_jobs_list,posted_date,deadline,job_salary_jobs_list,job_page_full_url,job_name_job_page,company_name_job_page,job_country_job_page,job_time_job_page,job_salary_job_page,job_category,job_overview,job_description_details,company_reg_date,company_phone_y,active_job
ALSALAM LOGISTICS & CONSULTANCY LIMITED,https://eemis.mglsd.go.ug/companies/ALSALAMLOGISTICSCONSULTANCYLIMITED_77976,"PLOT 023,DR SEMBEGUYA ROAD, KAWEMPE",+256-786-421148,"26 Feb, 2023 - 25 Mar, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_114_1594808285.jpg,ALSALAM LOGISTICS & CONSULTANCY LIMITED,E23020016,26 February 2023,25 March 2025,"(' P.O Box 142149', 'Kampala, Uganda ')", +256-786-421148 , alsalamconsultancy14@gmail.com ,True,HOUSE MAID,./jobs?id=6608,Saudi Arabia,"31 Dec, 2024 - 31 Dec, 2026","Deadline : 16 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6608,HOUSE MAID,ALSALAM LOGISTICS & CONSULTANCY LIMITED,Saudi Arabia,"Dec 31, 2024 - Dec 31, 2026 ",SAR 900,Domestic Worker,"To work in a household of the client helping with domestic work such as washing things, cleaning, cooking and looking after children.","To work in a household of the client helping with domestic work such as washing things, cleaning, cooking and looking after children.						","13 March, 2024",+256-414-660825,False
ALSALAM LOGISTICS & CONSULTANCY LIMITED,https://eemis.mglsd.go.ug/companies/ALSALAMLOGISTICSCONSULTANCYLIMITED_77976,"PLOT 023,DR SEMBEGUYA ROAD, KAWEMPE",+256-786-421148,"26 Feb, 2023 - 25 Mar, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_114_1594808285.jpg,ALSALAM LOGISTICS & CONSULTANCY LIMITED,E23020016,26 February 2023,25 March 2025,"(' P.O Box 142149', 'Kampala, Uganda ')", +256-786-421148 , alsalamconsultancy14@gmail.com ,True,HOUSE MAID,./jobs?id=6608,Uganda,"Posted : 31 Dec, 2024","Deadline : 16 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6608,HOUSE MAID,ALSALAM LOGISTICS & CONSULTANCY LIMITED,Saudi Arabia,"Dec 31, 2024 - Dec 31, 2026 ",SAR 900,Domestic Worker,"To work in a household of the client helping with domestic work such as washing things, cleaning, cooking and looking after children.","To work in a household of the client helping with domestic work such as washing things, cleaning, cooking and looking after children.						","13 March, 2024",+256-414-660825,False
ALTAMAYOZ ALSAREA RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALTAMAYOZALSAREARECRUITMENTOFFICE_27068256,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-508-080988,"17 Jan, 2024 - 17 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2124_1703709501.png,ALTAMAYOZ ALSAREA RECRUITMENT OFFICE,SA24010014,17 January 2024,17 January 2026,"(' P.O Box ', 'Saudi Arabia ')", +966-508-080988 , altamayoz.alsarea@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALTAMEL ALKHAS RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AltamelAlkhasRecruitmentOffice_28123350,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-539-666996,"03 Jan, 2024 - 03 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2165_1701513597.jpg,ALTAMEL ALKHAS RECRUITMENT OFFICE,SA24010001,03 January 2024,03 January 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-539-666996 , alkhas1111@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALUMA RECRUITMENT LTD,https://eemis.mglsd.go.ug/companies/ALUMARECRUITMENTLTD_756150,RUBAGA DIVISION BLOCK 1.PLOT 650 KAMPALA,+256-700-724854,"13 Sep, 2024 - 12 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_355_1655467995.jpg,ALUMA RECRUITMENT LTD,E24090019,13 September 2024,12 September 2026,"(' po box 23930', 'Kampala, Uganda ')", +256-700-724854 , aluma256@gmail.com ,True,HOUSEMAID,./jobs?id=6666,Saudi Arabia,"29 Jan, 2025 - 29 Jan, 2027","Deadline : 27 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6666,HOUSEMAID,ALUMA RECRUITMENT LTD,Saudi Arabia,"Jan 29, 2025 - Jan 29, 2027 ",SAR 900,Domestic Worker,HOUSEMAID,HOUSEMAID						,"13 September, 2024",+256-700-724854,False
ALUMA RECRUITMENT LTD,https://eemis.mglsd.go.ug/companies/ALUMARECRUITMENTLTD_756150,RUBAGA DIVISION BLOCK 1.PLOT 650 KAMPALA,+256-700-724854,"13 Sep, 2024 - 12 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_355_1655467995.jpg,ALUMA RECRUITMENT LTD,E24090019,13 September 2024,12 September 2026,"(' po box 23930', 'Kampala, Uganda ')", +256-700-724854 , aluma256@gmail.com ,True,HOUSEMAID,./jobs?id=6666,Uganda,"Posted : 29 Jan, 2025","Deadline : 27 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6666,HOUSEMAID,ALUMA RECRUITMENT LTD,Saudi Arabia,"Jan 29, 2025 - Jan 29, 2027 ",SAR 900,Domestic Worker,HOUSEMAID,HOUSEMAID						,"13 September, 2024",+256-700-724854,False
ALUMA RECRUITMENT LTD,https://eemis.mglsd.go.ug/companies/ALUMARECRUITMENTLTD_756150,RUBAGA DIVISION BLOCK 1.PLOT 650 KAMPALA,+256-700-724854,"13 Sep, 2024 - 12 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_355_1655467995.jpg,ALUMA RECRUITMENT LTD,E24090019,13 September 2024,12 September 2026,"(' po box 23930', 'Kampala, Uganda ')", +256-700-724854 , aluma256@gmail.com ,True,Housemaid,./jobs?id=6583,Saudi Arabia,"17 Dec, 2024 - 17 Dec, 2026","Deadline : 08 Jan, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6583,Housemaid,ALUMA RECRUITMENT LTD,Saudi Arabia,"Dec 17, 2024 - Dec 17, 2026 ",SAR 900,Domestic Worker,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,We are looking for a housemaid who will be helping in the house keeping. Some of the requirements that are required of her are as of below.,"13 September, 2024",+256-700-724854,False
ALWALEED INVESTMENT  LIMITED,https://eemis.mglsd.go.ug/companies/ALWALEEDINVESTMENTLIMITED_602934,"JJUNJU ROAD , PLOT 617 BUSEGA",+256-414-672464,"06 Jul, 2023 - 05 Jul, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_317_1619429998.jpg,ALWALEED INVESTMENT  LIMITED,E23070004,06 July 2023,05 July 2025,"(' P. O Box 900 Kampala ,Uganda', 'Kampala, Uganda ')", +256-414-672464 , uga.seventh@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALWAN AL-TAIF CENTER FOR CHILDREN'S HOSPITALITY,https://eemis.mglsd.go.ug/companies/AlwanAl-TaifCenterforChildrensHospitality_22442136,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-920-013645,"18 Nov, 2024 - 18 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1934_1667735403.png,ALWAN AL-TAIF CENTER FOR CHILDREN'S HOSPITALITY,SA24110011,18 November 2024,18 November 2026,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-920-013645 , bacem240@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALWASEET OUTSTANDING RECRUITMENTS OFFICE,https://eemis.mglsd.go.ug/companies/ALWASEETOUTSTANDINGRECRUITMENTSOFFICE_22003350,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-505-921334,"12 May, 2024 - 12 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1915_1669524486.png,ALWASEET OUTSTANDING RECRUITMENTS OFFICE,SA24050007,12 May 2024,12 May 2026,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-505-921334 , aahz1440@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ALYADI ALMOTADAWRAH RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ALYADIALMOTADAWRAHRECRUITMENTOFFICE_28908150,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-540-942129,"21 May, 2024 - 21 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2195_1707327609.jpeg,ALYADI ALMOTADAWRAH RECRUITMENT OFFICE,SA24050014,21 May 2024,21 May 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-540-942129 , info@alyadi.com ,True,,,,,,,,,,,,,,,,,,False
AMAL ALRIYADH RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AMALALRIYADHRECRUITMENTOFFICE_28383750,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-559-911991,"06 Dec, 2023 - 06 Dec, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2175_1701709773.jpeg,AMAL ALRIYADH RECRUITMENT OFFICE,SA23120008,06 December 2023,06 December 2025,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-559-911991 , waseemkhairy+15@gmail.com ,True,,,,,,,,,,,,,,,,,,False
AMAZING GRACE LABOUR SERVICES LTD,https://eemis.mglsd.go.ug/companies/AMAZINGGRACELABOURSERVICESLTD_19494,KASI CLOSE OFF NABE ROAD,+256-393-228462,"28 Feb, 2024 - 27 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_57_1704803656.png,AMAZING GRACE LABOUR SERVICES LTD,E24020017,28 February 2024,27 February 2026,"(' P.O Box 5198', 'Wakiso, Uganda ')", +256-393-228462 , info@amazingglsl.com ,True,,,,,,,,,,,,,,,,,,False
AMBATT RECRUITMENT COMPANY LIMITED,https://eemis.mglsd.go.ug/companies/AMBATTRECRUITMENTCOMPANYLIMITED_3456,BWEYOGERERE JINJA ROAD,+256-705-298429,"30 Jun, 2023 - 29 Jun, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_24_1607693500.png,AMBATT RECRUITMENT COMPANY LIMITED,E23060014,30 June 2023,29 June 2025,"(' P.O Box 30640', 'Kampala, Uganda ')", +256-705-298429 , ambattuganda111@gmail.com ,True,,,,,,,,,,,,,,,,,,False
AMENVU INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/AMENVUINTERNATIONALLIMITED_751896,"Solent Avenue, Bugolobi Kampala",+256-782-533295,"29 Apr, 2024 - 28 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_354_1704795427.jpg,AMENVU INTERNATIONAL LIMITED,E24040023,29 April 2024,28 April 2026,"(' P.O BOX 125693,BUGOLOBI ,KAMPALA', 'Kampala, Uganda ')", +256-782-533295 , amenvus@gmail.com ,True,,,,,,,,,,,,,,,,,,False
AMIYAL SEFER LIMITED,https://eemis.mglsd.go.ug/companies/AMIYALSEFERLIMITED_3174,"P.O.Box 153968 KAMPALA,GPO UGANDA CENTRAL KAMPALA",+256-200-906963,"25 Nov, 2024 - 24 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_23_1581164757.jpg,AMIYAL SEFER LIMITED,E24110032,25 November 2024,24 November 2026,"(' P.O.Box 153968', 'Kampala, Uganda ')", +256-200-906963 , amiyalsefer.ltd@gmail.com ,True,HOUSEMAIDS,./jobs?id=6476,Saudi Arabia,"30 Sep, 2024 - 30 Sep, 2026","Deadline : 31 Dec, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6476,HOUSEMAIDS,AMIYAL SEFER LIMITED,Saudi Arabia,"Sep 30, 2024 - Sep 30, 2026 ",SAR 900,Domestic Worker,We are looking for HOUSEMAIDS with proven working experience (SHOULD UNDERGO TRAINING) in the relevant field and able to work independently and remain motivated.,We are looking for HOUSEMAIDS with proven working experience (SHOULD UNDERGO TRAINING) in the relevant field and able to work independently and remain motivated.,"25 November, 2024",+256-200-906963,True
ANAJIH AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/ANAJIHAGENCYLIMITED_554496,"SALAAMA ROAD , Kampala, Uganda",+256-752-427540,"02 Oct, 2023 - 01 Oct, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_304_1689761257.jpg,ANAJIH AGENCY LIMITED,E23100001,02 October 2023,01 October 2025,"(' 22952 Kampala', 'Kampala, Uganda ')", +256-752-427540 , anajihagency@gmail.com ,True,,,,,,,,,,,,,,,,,,False
APCON SECURITY SERVICES  LIMITED,https://eemis.mglsd.go.ug/companies/APCONSECURITYSERVICESLIMITED_31053750,"P.O.BOX 111220  KAMPALA, UGANDA",+256-782-888800,"16 Aug, 2024 - 15 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2275_1720431363.jpeg,APCON SECURITY SERVICES  LIMITED,E24080024,16 August 2024,15 August 2026,"(' P.O.BOX 111220, KAMPALA, UGANDA', 'Wakiso, Uganda ')", +256-782-888800 , apconera@gmail.com ,True,,,,,,,,,,,,,,,,,,False
APCON SECURITY SERVICES  LIMITED,https://eemis.mglsd.go.ug/companies/APCONSECURITYSERVICESLIMITED_31053750,"P.O.BOX 111220  KAMPALA, UGANDA",+256-782-888800,"16 Aug, 2024 - 15 Aug, 2026",,,,,,,,,False,,,,,,,,,,,,,,,,,,False
APEX INTERNATIONAL RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/APEXINTERNATIONALRECRUITMENTAGENCYLTD_30808536,PLOT 39 KYAMBOGO MEGHA COMPLEX,+256-707-830410,"23 Sep, 2024 - 22 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2266_1718883579.jpg,APEX INTERNATIONAL RECRUITMENT AGENCY LTD,E24090022,23 September 2024,22 September 2026,"(' 157172 KAMPALA', 'Kampala, Uganda ')", +256-707-830410 , admin@apexiraltd.com ,True,,,,,,,,,,,,,,,,,,False
AQWAS ALAAMAL RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AQWASALAAMALRECRUITMENTOFFICE_18670176,https://goo.gl/maps/8i2NiCMnujTWa6J19,+966-566-112233,"06 Dec, 2023 - 06 Dec, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1764_1664460289.jpeg,AQWAS ALAAMAL RECRUITMENT OFFICE,SA23120006,06 December 2023,06 December 2025,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-566-112233 , alfars112233@hotmail.com ,True,,,,,,,,,,,,,,,,,,False
ARCO HUMAN RESOURCE COMPANY,https://eemis.mglsd.go.ug/companies/ARCOHUMANRESOURCECOMPANY_3321216,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-593-999126,"31 Jan, 2024 - 31 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_744_1692715903.png,ARCO HUMAN RESOURCE COMPANY,SA24010020,31 January 2024,31 January 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-593-999126 , ir@arco.sa ,True,,,,,,,,,,,,,,,,,,False
AROVA REALITY LIMITED,https://eemis.mglsd.go.ug/companies/AROVAREALITYLIMITED_9330054,265889 Kampala,+256-780-209028,"18 Nov, 2024 - 17 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1247_1652967495.jpg,AROVA REALITY LIMITED,E24110013,18 November 2024,17 November 2026,"(' P.O Box 106159', 'Kampala, Uganda ')", +256-780-209028 , arovao@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ASALA ALMADI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ASALAALMADIRECRUITMENTOFFICE_31933494,"Hail, Saudi Arabia",+966-500-265135,"05 Nov, 2024 - 02 May, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2307_1724773415.jpg,ASALA ALMADI RECRUITMENT OFFICE,SA24110009,05 November 2024,02 May 2025,"(' P.O Box ', 'Saudi Arabia ')", +966-500-265135 , mostafamarey188@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ASALA ALMADI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ASALAALMADIRECRUITMENTOFFICE_31933494,"Hail, Saudi Arabia",+966-500-265135,"05 Nov, 2024 - 02 May, 2025",,,,,,,,,False,,,,,,,,,,,,,,,,,,False
ASDAM RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ASDAMrecruitmentoffice_27298134,https://maps.app.goo.gl/fk2WtZBkuzRPQK8EA,+966-506-056000,"20 Nov, 2023 - 20 Nov, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2133_1697609096.jpg,ASDAM RECRUITMENT OFFICE,SA23110011,20 November 2023,20 November 2025,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-506-056000 , asdam.office@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ASEMAT ALENJAZ RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AsematAlenjazRecruitmentOffice_27812454,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-557-081419,"29 Nov, 2023 - 29 Nov, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2153_1699440359.jpg,ASEMAT ALENJAZ RECRUITMENT OFFICE,SA23110014,29 November 2023,29 November 2025,"(' P.O Box ', 'Eastern Province, Saudi Arabia ')", +966-557-081419 , mohdsafer@hotmail.com ,True,,,,,,,,,,,,,,,,,,False
ASIA RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/asiarecruitmentoffice_7811286,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-547-778808,"12 May, 2024 - 12 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1141_1671705782.gif,ASIA RECRUITMENT OFFICE,SA24050003,12 May 2024,12 May 2026,"(' P.O Box ', 'Makkah, Saudi Arabia ')", +966-547-778808 , msn.6@hotmail.com ,True,,,,,,,,,,,,,,,,,,False
ASIA WORLD,https://eemis.mglsd.go.ug/companies/Asiaworld_10296600,,+009-665-351311,"05 Sep, 2023 - 05 Sep, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1310_1695023052.jpeg,ASIA WORLD,SA23090001,05 September 2023,05 September 2025,"(' P.O Box ', 'Saudi Arabia ')", +009-665-351311 , saba7.sabah@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ASIA WORLD,https://eemis.mglsd.go.ug/companies/Asiaworld_10296600,,+009-665-351311,"05 Sep, 2023 - 05 Sep, 2025",,,,,,,,,False,,,,,,,,,,,,,,,,,,False
ASSHATIR HAWL ALALAM RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/AsshatirHawlAlalamRecruitmentOffice_2597784,https://maps.app.goo.gl/g4CP1bsN6D4XfFT86?g_st=iw,+966-505-821734,"18 Aug, 2024 - 17 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_658_1645107210.jpeg,ASSHATIR HAWL ALALAM RECRUITMENT OFFICE,SA24080025,18 August 2024,17 August 2026,"(' P.O Box ', 'Najran, Saudi Arabia ')", +966-505-821734 , najran1734@gmail.com ,True,,,,,,,,,,,,,,,,,,False
ATLAS IMPEX LTD,https://eemis.mglsd.go.ug/companies/ATLASIMPEXLTD_147894,"PLOT 111, MARTYRS WAY",+256-707-013013,"26 Feb, 2023 - 25 Feb, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_157_1669632226.jpg,ATLAS IMPEX LTD,E23020017,26 February 2023,25 February 2025,"(' P.O.BOX 6624, KAMPALA', 'Kampala, Uganda ')", +256-707-013013/256-707-013013 , atlasimpexltd@gmail.com ,False,SUPPORT WORKER,./jobs?id=6697,Saudi Arabia,"03 Feb, 2025 - 03 Feb, 2027","Deadline : 03 Mar, 2025",SAR 1000,https://eemis.mglsd.go.ug/jobs?id=6697,SUPPORT WORKER,ATLAS IMPEX LTD,Saudi Arabia,"Feb 03, 2025 - Feb 03, 2027 ",SAR 1000,Healthcare & Pharmaceutical,"We are seeking an attentive and trustworthy caregiver to join our staff in providing excellent care to our clients. The caregiver will plan and follow a daily care schedule with clients, modify care plans as prescribed by medical professionals, and report on any new conditions or needs that may arise.","We are seeking an attentive and trustworthy caregiver to join our staff in providing excellent care to our clients. The caregiver will plan and follow a daily care schedule with clients, modify care plans as prescribed by medical professionals, and report on any new conditions or needs that may arise.","30 January, 2025",+256-707-013013,False
ATLAS IMPEX LTD,https://eemis.mglsd.go.ug/companies/ATLASIMPEXLTD_147894,"PLOT 111, MARTYRS WAY",+256-707-013013,"26 Feb, 2023 - 25 Mar, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_157_1669632226.jpg,ATLAS IMPEX LTD,E23020017,26 February 2023,25 March 2025,"(' P.O.BOX 6624, KAMPALA', 'Kampala, Uganda ')", +256-707-013013/256-707-013013 , atlasimpexltd@gmail.com ,True,SUPPORT WORKER,./jobs?id=6697,Saudi Arabia,"03 Feb, 2025 - 03 Feb, 2027","Deadline : 03 Mar, 2025",SAR 1000,https://eemis.mglsd.go.ug/jobs?id=6697,SUPPORT WORKER,ATLAS IMPEX LTD,Saudi Arabia,"Feb 03, 2025 - Feb 03, 2027 ",SAR 1000,Healthcare & Pharmaceutical,"We are seeking an attentive and trustworthy caregiver to join our staff in providing excellent care to our clients. The caregiver will plan and follow a daily care schedule with clients, modify care plans as prescribed by medical professionals, and report on any new conditions or needs that may arise.","We are seeking an attentive and trustworthy caregiver to join our staff in providing excellent care to our clients. The caregiver will plan and follow a daily care schedule with clients, modify care plans as prescribed by medical professionals, and report on any new conditions or needs that may arise.","30 January, 2025",+256-707-013013,False
AUNTHETIC RECRUITMENT CENTER LIMITED,https://eemis.mglsd.go.ug/companies/AUNTHETICRECRUITMENTCENTERLIMITED_8784600,NAMUGONGO,+256-782-554654,"12 Oct, 2023 - 11 Oct, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1210_1690555964.jpeg,AUNTHETIC RECRUITMENT CENTER LIMITED,E23100008,12 October 2023,11 October 2025,"(' P.O.BOX 123848 KAMPALA, UGANDA', 'Kampala, Uganda ')", +256-782-554654 , AUNTHETICRECRUITMENTCENTER@GMAIL.COM ,True,,,,,,,,,,,,,,,,,,False
AVANT SECURITY LIMITED,https://eemis.mglsd.go.ug/companies/AVANTSECURITYLIMITED_4510134,+256200953565,+256-200-953565,"18 Nov, 2024 - 17 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_867_1727448785.jpg,AVANT SECURITY LIMITED,E24110016,18 November 2024,17 November 2026,"(' P.O BOX 2213', 'Kampala, Uganda ')", +256-200-953565 , avantsecurit@gmail.com ,True,house maids,./jobs?id=6769,Saudi Arabia,"26 Feb, 2025 - 26 Feb, 2027","Deadline : 26 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6769,house maids,AVANT SECURITY LIMITED,Saudi Arabia,"Feb 26, 2025 - Feb 26, 2027 ",SAR 900,Domestic Worker,Recruitment of domestic workers,Recruitment of domestic workers						,"18 November, 2024",+256-200-953565,True
AVANT SECURITY LIMITED,https://eemis.mglsd.go.ug/companies/AVANTSECURITYLIMITED_4510134,+256200953565,+256-200-953565,"18 Nov, 2024 - 17 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_867_1727448785.jpg,AVANT SECURITY LIMITED,E24110016,18 November 2024,17 November 2026,"(' P.O BOX 2213', 'Kampala, Uganda ')", +256-200-953565 , avantsecurit@gmail.com ,True,house maids,./jobs?id=6769,Uganda,"Posted : 26 Feb, 2025","Deadline : 26 Mar, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6769,house maids,AVANT SECURITY LIMITED,Saudi Arabia,"Feb 26, 2025 - Feb 26, 2027 ",SAR 900,Domestic Worker,Recruitment of domestic workers,Recruitment of domestic workers						,"18 November, 2024",+256-200-953565,False
AXIS WARRIORS LIMITED,https://eemis.mglsd.go.ug/companies/AXISWARRIORSLIMITED_494214,"Plot 52 Bunyonyi drive, Bugolobi, Kampala, Uganda",+256-772-979191,"18 Dec, 2024 - 17 Dec, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_287_1730717762.jpeg,AXIS WARRIORS LIMITED,E24120017,18 December 2024,17 December 2026,"(' P.O Box 22236', 'Kampala, Uganda ')", +256-772-979191 , axiswarriorsltd@gmail.com ,True,,,,,,,,,,,,,,,,,,False
AXIS WARRIORS LIMITED,https://eemis.mglsd.go.ug/companies/AXISWARRIORSLIMITED_494214,"Plot 52 Bunyonyi drive, Bugolobi, Kampala, Uganda",+256-772-979191,"18 Dec, 2024 - 17 Dec, 2026",,,,,,,,,False,,,,,,,,,,,,,,,,,,False
B H R HUMAN RESOURCES CONSULTANCIES L.L.C,https://eemis.mglsd.go.ug/companies/BHRHUMANRESOURCESCONSULTANCIESLLC_33247896,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+971-585-177862,"Dec 12, 2024 - Dec 12, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2354_1733565373.jpg,B H R HUMAN RESOURCES CONSULTANCIES L.L.C,AE24120015,12 December 2024,12 December 2026,"(' P.O Box ', 'Dubayy, United Arab Emirates ')", +971-585-177862 , kritika@bharathrgroup.com ,True,,,,,,,,,,,,,,,,,,False
BABCOOK AND BELLWAY INVESTMENT LTD,https://eemis.mglsd.go.ug/companies/BABCOOKANDBELLWAYINVESTMENTLTD_12649824,NAJJANANKUMBI,+256-782-356690,"18 Nov, 2024 - 17 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1452_1660120807.jpg,BABCOOK AND BELLWAY INVESTMENT LTD,E24110012,18 November 2024,17 November 2026,"(' P.O.BOX 600083, KAMPALA UGANDA', 'Kampala, Uganda ')", +256-782-356690 , babcookandbellway@gmail.com ,True,HOUSEMAID,./jobs?id=6639,Saudi Arabia,"16 Jan, 2025 - 16 Jan, 2027","Deadline : 15 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6639,HOUSEMAID,BABCOOK AND BELLWAY INVESTMENT LTD,Saudi Arabia,"Jan 16, 2025 - Jan 16, 2027 ",SAR 900,Domestic Worker,ENGLISH-SPEAKING FEMALES CAPABLE OF WORKING AS HOUSE MANAGERS.,ENGLISH-SPEAKING FEMALES CAPABLE OF WORKING AS HOUSE MANAGERS.						,"18 November, 2024",+256-782-356690,False
BABCOOK AND BELLWAY INVESTMENT LTD,https://eemis.mglsd.go.ug/companies/BABCOOKANDBELLWAYINVESTMENTLTD_12649824,NAJJANANKUMBI,+256-782-356690,"18 Nov, 2024 - 17 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1452_1660120807.jpg,BABCOOK AND BELLWAY INVESTMENT LTD,E24110012,18 November 2024,17 November 2026,"(' P.O.BOX 600083, KAMPALA UGANDA', 'Kampala, Uganda ')", +256-782-356690 , babcookandbellway@gmail.com ,True,HOUSEMAID,./jobs?id=6639,Uganda,"Posted : 16 Jan, 2025","Deadline : 15 Feb, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6639,HOUSEMAID,BABCOOK AND BELLWAY INVESTMENT LTD,Saudi Arabia,"Jan 16, 2025 - Jan 16, 2027 ",SAR 900,Domestic Worker,ENGLISH-SPEAKING FEMALES CAPABLE OF WORKING AS HOUSE MANAGERS.,ENGLISH-SPEAKING FEMALES CAPABLE OF WORKING AS HOUSE MANAGERS.						,"18 November, 2024",+256-782-356690,False
