company_name,company_link,company_location_companiespage,company_phone,company_calendar,logo_link,company_name_copg,Licence No :,Start Date :,Expiry Date :,Address :,Phone :,Email :,active_company
CORPORATE RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/CORPORATERECRUITMENTAGENCYLTD_4314624,+256778474851,+256-705-095415,"24 Jan, 2025 - 23 Jan, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_848_1729500373.jpg,CORPORATE RECRUITMENT AGENCY LTD,E25010015,24 January 2025,23 January 2027,"(' P.O Box 698', 'Kampala, Uganda ')", +256-705-095415 , corp.recruitagency@gmail.com ,True
CREATIVE GROUP INTERNATIONAL LTD,https://eemis.mglsd.go.ug/companies/CREATIVEGROUPINTERNATIONALLTD_591576,"Plot 1712 Sentema Road, Kampala",+256-200-923265,"25 Mar, 2025 - 24 Mar, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_314_1678963928.jpg,CREATIVE GROUP INTERNATIONAL LTD,E25030010,25 March 2025,24 March 2027,"(' P.O BOX  477,  KAMPALA UGANDA', 'Kampala, Uganda ')", +256-200-923265 , kampalacreative@gmail.com ,True
CREATIVE GROUP INTERNATIONAL LTD,https://eemis.mglsd.go.ug/companies/CREATIVEGROUPINTERNATIONALLTD_591576,"Plot 1712 Sentema Road, Kampala",+256-200-923265,"26 Apr, 2023 - 25 Apr, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_314_1678963928.jpg,CREATIVE GROUP INTERNATIONAL LTD,E23040018,26 April 2023,25 April 2025,"(' P.O BOX  477,  KAMPALA UGANDA', 'Kampala, Uganda ')", +256-200-923265 , kampalacreative@gmail.com ,False
CREATIVE GROUP INTERNATIONAL LTD,https://eemis.mglsd.go.ug/companies/CREATIVEGROUPINTERNATIONALLTD_591576,"Plot 1712 Sentema Road, Kampala",+256-200-923265,"26 Apr, 2023 - 25 Apr, 2025",,,,,,,,,False
CRISIS RESOLUTION RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/crisisresolutionrecruitmentagencyLtd_1370904,Nsambya,+256-704-224111,"22 May, 2024 - 21 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_478_1645976331.jpg,CRISIS RESOLUTION RECRUITMENT AGENCY LTD,E24050015,22 May 2024,21 May 2026,"(' P.O Box 72332', 'Kampala, Uganda ')", +256-704-224111 , crisisrecruitmentagency@gmail.com ,True
CRISIS RESOLUTION RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/crisisresolutionrecruitmentagencyLtd_1370904,Nsambya,+256-704-224111,"22 May, 2024 - 21 May, 2026",,,,,,,,,False
CRYSTAL JOBMARTS COMPANY LTD,https://eemis.mglsd.go.ug/companies/CRYSTALJOBMARTSCOMPANYLTD_12580224,"PLOT 1085, SEBOWA ROAD, SEBOWA ZONE, KIWATULE",+256-704-697917,"04 Nov, 2024 - 03 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1448_1652115071.jpg,CRYSTAL JOBMARTS COMPANY LTD,E24110006,04 November 2024,03 November 2026,"(' 102753 KAMPALA', 'Kampala, Uganda ')", +256-704-697917 , crystaljobmartscoltd@gmail.com ,True
CSX GROUP LTD,https://eemis.mglsd.go.ug/companies/CSXGROUPLTD_262086,"PLOT 302, Block 10, Mengo Kyadondo",+256-740-401111,"22 May, 2024 - 21 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_209_1707908859.jpg,CSX GROUP LTD,E24050018,22 May 2024,21 May 2026,"(' P.O Box 27290', 'Kampala, Uganda ')", +256-740-401111 , csxrecruitmentgroup@gmail.com ,True
CV RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/cvrecruitmentoffice_30537216,"Al Nahdah, Riyadh , Saudi Arabia",+966-533-612666,"07 Jun, 2024 - 07 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2256_1717501666.jpg,CV RECRUITMENT OFFICE,SA24060004,07 June 2024,07 June 2026,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-533-612666 , cv1050771@gmail.com ,True
DAHAB RECRUITMENT EXPERTS LTD,https://eemis.mglsd.go.ug/companies/DAHABRECRUITMENTEXPERTSLTD_7154784,0753577470,+256-753-577470,"20 Jan, 2023 - 19 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1092_1665054913.jpeg,DAHAB RECRUITMENT EXPERTS LTD,E23010012,20 January 2023,19 January 2025,"(' P.O Box 105563 KLA', 'Kampala, Uganda ')", +256-753-577470 , recruitmentdahab@gmail.com ,False
DAIMOUMAH,https://eemis.mglsd.go.ug/companies/daimoumah_33616134,"As Alnuzha, Riyadh, Saudi Arabia",+966-538-573925,"Jan 20, 2025 - Jan 19, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_2367_1736406393.png,DAIMOUMAH,SA25010009,20 January 2025,19 January 2027,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-538-573925 , amdsayedamd@gmail.com ,True
DALEEL ASIA RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/DALEELASIARECRUITMENTOFFICE_31492086,https://maps.app.goo.gl/2wnqcVrWNWTenKcQ9?g_st=iwb,+966-548-344422,"03 Sep, 2024 - 02 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2291_1720511959.jpg,DALEEL ASIA RECRUITMENT OFFICE,SA24090008,03 September 2024,02 September 2026,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-548-344422 , info@daro.com.sa ,True
DAR ALNOKBA RECRUITMENT OOFICE,https://eemis.mglsd.go.ug/companies/DARALNOKBARECRUITMENTOOFICE_31519584,https://maps.app.goo.gl/2wnqcVrWNWTenKcQ9?g_st=iwb,+966-559-843400,"05 Sep, 2024 - 04 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2292_1720516790.jpg,DAR ALNOKBA RECRUITMENT OOFICE,SA24090012,05 September 2024,04 September 2026,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-559-843400 , dar.alnokba@gmail.com ,True
DBB CONTRACTING LLC,https://eemis.mglsd.go.ug/companies/DBBCONTRACTINGLLC_29410776,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+971-558-766408,"19 Feb, 2024 - 19 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2214_1707289521.jpg,DBB CONTRACTING LLC,AE24020012,19 February 2024,19 February 2026,"(' P.O Box ', 'Dubayy, United Arab Emirates ')", +971-558-766408 , emigrate.dca@dbb.ae ,True
DERM LOGISTICS UG LTD,https://eemis.mglsd.go.ug/companies/DERMLOGISTICSUGLTD_269664,"GGABA ROAD, KANSANGA",+256-772-403006,"17 May, 2024 - 16 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_212_1569921609.jpg,DERM LOGISTICS UG LTD,E24050012,17 May 2024,16 May 2026,"(' p.o box 71863', 'Kampala, Uganda ')", +256-772-403006 , dermlogistics.ltd@gmail.com ,True
DIAMOND ROSES  LTD,https://eemis.mglsd.go.ug/companies/DIAMONDROSESLTD_764694,"BIVAMUNTUUYO HOUSE, MPERERWE  GAYAZA ROAD",+256-773-842613,"11 Dec, 2024 - 10 Dec, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_357_1595940522.jpg,DIAMOND ROSES  LTD,E24120011,11 December 2024,10 December 2026,"(' P.O Box 103603', 'Kampala, Uganda ')", +256-773-842613 , diamondroseint@gmail.com ,True
DIAMOND VISA FOR RECRUITMENT,https://eemis.mglsd.go.ug/companies/DiamondVisaForRecruitment_33559350,"Al Nuzha Riyadh , Saudi Arabia",+966-554-123910,"Jan 20, 2025 - Jan 19, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_2365_1736947989.jpeg,DIAMOND VISA FOR RECRUITMENT,SA25010008,20 January 2025,19 January 2027,"(' P.O Box ', 'Riyadh, Saudi Arabia ')", +966-554-123910 , diamondvisa.sa@gmail.com ,True
DIGITAL ENERGY ARABIA CONTRACTING COMPANY,https://eemis.mglsd.go.ug/companies/DigitalEnergyArabiaContractingCompany_30159384,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-013-729777,"14 May, 2024 - 14 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2242_1713614362.jpeg,DIGITAL ENERGY ARABIA CONTRACTING COMPANY,SA24050009,14 May 2024,14 May 2026,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-013-729777 , info@digitalenergy.sa ,True
DILIGENT OVERSEAS RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/DILIGENTOVERSEASRECRUITMENTAGENCYLTD_5738904,105431 kampala,+256700328938,"06 Dec, 2024 - 05 Dec, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_978_1727378490.jpeg,DILIGENT OVERSEAS RECRUITMENT AGENCY LTD,E24120006,06 December 2024,05 December 2026,"(' P.O Box ', 'Wakiso, Uganda ')", +256700328938 , overseasd9@gmail.com ,True
DIPLOMATIC SERVICE RECRUITMENT,https://eemis.mglsd.go.ug/companies/DIPLOMATICSERVICERECRUITMENT_30213216,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-570-850570,"22 May, 2024 - 22 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2244_1713703364.jpg,DIPLOMATIC SERVICE RECRUITMENT,SA24050021,22 May 2024,22 May 2026,"(' P.O Box ', 'Makkah, Saudi Arabia ')", +966-570-850570 , ayman@aldoplumasyah.com ,True
DON-MO CONTRACTORS LTD,https://eemis.mglsd.go.ug/companies/DON-MOCONTRACTORSLTD_1723776,PLOT 1725 BLOCK 223  NAMASOLE ROAD NABWOJJO,+256-393-254192,"18 Jul, 2024 - 17 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_536_1648633497.jpg,DON-MO CONTRACTORS LTD,E24070011,18 July 2024,17 July 2026,"(' 106049 KAMPALA', 'Wakiso, Uganda ')", +256-393-254192 , donmocontractors@gmail.com ,True
DOUBLE JOY GENERAL AGENCIES LIMITED,https://eemis.mglsd.go.ug/companies/DOUBLEJOYGENERALAGENCIESLIMITED_1647456,BUZIGA KAMPALA,+256-777-703832,"26 Feb, 2023 - 25 Feb, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_524_1658124730.jpeg,DOUBLE JOY GENERAL AGENCIES LIMITED,E23020022,26 February 2023,25 February 2025,"(' P.O Box ', 'Kampala, Uganda ')", +256-777-703832 , geffmugisha27@gmail.com ,False
DOXA CONNECTIONS LIMITED,https://eemis.mglsd.go.ug/companies/DOXACONNECTIONSLIMITED_18816,"CECILLIA ROAD,MUTUNGO ZONE ZONE II",+256-778-906540,"23 Aug, 2024 - 22 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_56_1717159603.jpg,DOXA CONNECTIONS LIMITED,E24080037,23 August 2024,22 August 2026,"(' 39505 Kampala , Uganda', 'Kampala, Uganda ')", +256-778-906540 , vitabwpa@gmail.com ,True
DREAM CONNECT LIMITED,https://eemis.mglsd.go.ug/companies/DREAMCONNECTLIMITED_133206,"PLOT 4283, KIBAZO ROAD KIBULI",+256-702-281775,"23 Aug, 2024 - 22 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_149_1656591004.jpg,DREAM CONNECT LIMITED,E24080032,23 August 2024,22 August 2026,"(' P.O BOX 5279 KAMPALA', 'Kampala, Uganda ')", +256-702-281775 , dreamconnect256@gmail.com ,True
DUKHUL RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/DukhulRecruitmentOffice_29837400,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-172-206995,"09 May, 2024 - 09 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2230_1709627858.jpg,DUKHUL RECRUITMENT OFFICE,SA24050002,09 May 2024,09 May 2026,"(' P.O Box ', ""'Asir, Saudi Arabia "")", +966-172-206995 , dukhul2030@gmail.com ,True
DULSCO RECRUITMENT SERVICE LLC,https://eemis.mglsd.go.ug/companies/DULSCORECRUITMENTSERVICELLC_32183136,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+971-506-578176,"18 Oct, 2024 - 18 Oct, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2316_1727767463.jpg,DULSCO RECRUITMENT SERVICE LLC,AE24100007,18 October 2024,18 October 2026,"(' P.O Box ', 'Dubayy, United Arab Emirates ')", +971-506-578176 , faron.xavier@dulsco.com ,True
DULSCO RECRUITMENT SERVICE LLC,https://eemis.mglsd.go.ug/companies/DULSCORECRUITMENTSERVICELLC_32183136,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+971-506-578176,"Oct 18, 2024 - Oct 18, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2316_1727767463.jpg,DULSCO RECRUITMENT SERVICE LLC,AE24100007,18 October 2024,18 October 2026,"(' P.O Box ', 'Dubayy, United Arab Emirates ')", +971-506-578176 , faron.xavier@dulsco.com ,False
EASTERN AMBASSADORS,https://eemis.mglsd.go.ug/companies/EASTERNAMBASSADORS_22326246,"AL KHOBAR AL SHAMALIA , AL AMIR FAISAL IBN FAHAD ROAD",+966-546-616222,"18 Jul, 2023 - 18 Jul, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1929_1667845433.jpg,EASTERN AMBASSADORS,SA1043,18 July 2023,18 July 2025,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-546-616222 , ea_rec@hotmail.com ,True
EASTERN ASIAN RECRUITMENT COMPANY,https://eemis.mglsd.go.ug/companies/EasternAsianRecruitmentCompany_27554694,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-546-838069,"17 Jan, 2024 - 17 Jan, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2143_1701099017.jpg,EASTERN ASIAN RECRUITMENT COMPANY,SA24010013,17 January 2024,17 January 2026,"(' P.O Box ', 'Eastern Province, Saudi Arabia ')", +966-546-838069 , HR@asian-alshark.com ,True
EBBO TIGERS SECURITY SERVICES LIMITED,https://eemis.mglsd.go.ug/companies/EBBOTIGERSSECURITYSERVICESLIMITED_434166,"P.O. BOX 300010, NAMIREMBE, KIBUGA , MENGO, KAMPALA PLOT 371",+256-756-239920,"10 Aug, 2023 - 09 Aug, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_269_1625212985.jpg,EBBO TIGERS SECURITY SERVICES LIMITED,E23080005,10 August 2023,09 August 2025,"(' P.O. BOX 300010', 'Kampala, Uganda ')", +256-756-239920 , ebbotigersc@gmail.com ,True
EBENEZER RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/EBENEZERRECRUITMENTAGENCYLTD_921984,"MPERERWE, NAMERE",+256756416979,"16 Aug, 2024 - 15 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_392_1653296000.jpg,EBENEZER RECRUITMENT AGENCY LTD,E24080020,16 August 2024,15 August 2026,"(' P.O.BOX 300025 KAMPALA UGANDA', 'Kampala, Uganda ')", +256756416979 , ebenezerrecruitmentagltd@gmail.com ,True
EBENEZER RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/EBENEZERRECRUITMENTAGENCYLTD_921984,"MPERERWE, NAMERE",+256756416979,"16 Aug, 2024 - 15 Aug, 2026",,,,,,,,,False
EBTESAM ALMUTAIRI RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/EbtesamAlmutairiRecruitmentOffice_28019526,"Riyadh Al Nahda , Saudi Arabia",+966-551-941019,"06 Mar, 2024 - 06 Mar, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2161_1709557937.jpg,EBTESAM ALMUTAIRI RECRUITMENT OFFICE,SA24030001,06 March 2024,06 March 2026,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-551-941019 , mom970@hotmail.com ,True
EFADAH RECRUITMENT (U) LIMITED,https://eemis.mglsd.go.ug/companies/EFADAHRECRUITMENTULIMITED_1641174,40250 KLA,+256-700-573317,"06 Mar, 2025 - 05 Mar, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_523_1662827225.jpg,EFADAH RECRUITMENT (U) LIMITED,E25030002,06 March 2025,05 March 2027,"(' P.O Box 40250 KLA', 'Kampala, Uganda ')", +256-700-573317 , efadahrecruitment1@gmail.com ,True
EFADAH RECRUITMENT (U) LIMITED,https://eemis.mglsd.go.ug/companies/EFADAHRECRUITMENTULIMITED_1641174,40250 KLA,+256-700-573317,"20 Jan, 2023 - 19 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_523_1662827225.jpg,EFADAH RECRUITMENT (U) LIMITED,E23010017,20 January 2023,19 January 2025,"(' P.O Box 40250 KLA', 'Kampala, Uganda ')", +256-700-573317 , efadahrecruitment1@gmail.com ,False
EFADAH RECRUITMENT (U) LIMITED,https://eemis.mglsd.go.ug/companies/EFADAHRECRUITMENTULIMITED_1641174,40250 KLA,+256-700-573317,"20 Jan, 2023 - 28 Feb, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_523_1662827225.jpg,EFADAH RECRUITMENT (U) LIMITED,E23010017,20 January 2023,28 February 2025,"(' P.O Box 40250 KLA', 'Kampala, Uganda ')", +256-700-573317 , efadahrecruitment1@gmail.com ,False
EGAD RECRUITMENT  OFFICE,https://eemis.mglsd.go.ug/companies/EGADRECRUITMENTOFFICE_32350104,"Riyadh 12431, Saudi Arabia",+966-503-723611,"02 Jan, 2025 - 01 Jan, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_2322_1732984151.jpg,EGAD RECRUITMENT  OFFICE,SA25010001,02 January 2025,01 January 2027,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-503-723611 , egad.office@gmail.com ,True
EGAD RECRUITMENT  OFFICE,https://eemis.mglsd.go.ug/companies/EGADRECRUITMENTOFFICE_32350104,"Riyadh 12431, Saudi Arabia",+966-503-723611,"Jan 02, 2025 - Jan 01, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_2322_1732984151.jpg,EGAD RECRUITMENT  OFFICE,SA25010001,02 January 2025,01 January 2027,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-503-723611 , egad.office@gmail.com ,False
EJARA AL HASSA RECRUITMENT BUREAU,https://eemis.mglsd.go.ug/companies/EjaraAlHassaRecruitmentBureau_27374976,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",+966-560-850008,"29 Nov, 2023 - 29 Nov, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2136_1697638834.jpg,EJARA AL HASSA RECRUITMENT BUREAU,SA23110015,29 November 2023,29 November 2025,"(' P.O Box ', 'Ash Sharqiyah (Eastern Pr, Saudi Arabia ')", +966-560-850008 , abalnasir@ejara.com.sa ,True
EJM GLOBAL MANPOWER LTD,https://eemis.mglsd.go.ug/companies/EJMGLOBALMANPOWERLTD_6036054,"P.O BOX 800538, Wakiso Uganda",+256-740-000054,"02 Sep, 2024 - 01 Sep, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1003_1718193664.jpg,EJM GLOBAL MANPOWER LTD,E24090003,02 September 2024,01 September 2026,"(' P.O BOX 800538, WAKISO UGANDA', 'Wakiso, Uganda ')", +256-740-000054 , info@ejmuganda.com ,True
EKISIINGA RECRUITMENT CO. LIMITED,https://eemis.mglsd.go.ug/companies/EKISIINGARECRUITMENTCOLIMITED_610566,"MARTY'S GARDEN B ROAD, PLOT #24",+256-785-213932,"30 Jun, 2023 - 29 Jun, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_319_1617362005.jpg,EKISIINGA RECRUITMENT CO. LIMITED,E23060011,30 June 2023,29 June 2025,"(' 3507 KAMPALA', 'Kampala, Uganda ')", +256-785-213932 , ekisiingarecruitment@yahoo.com ,True
EL-BARQ RECRUITMENT AGENCY U LIMITED,https://eemis.mglsd.go.ug/companies/EL-BARQRECRUITMENTAGENCYULIMITED_689526,SSENTEMA ROAD MASIKI ZONE,+256-783-302076,"06 Mar, 2025 - 05 Mar, 2027",https://eemis.mglsd.go.ug/assets/images/brands/comp_339_1732694938.png,EL-BARQ RECRUITMENT AGENCY U LIMITED,E25030005,06 March 2025,05 March 2027,"(' P.O Box 143432', 'Kampala, Uganda ')", +256-783-302076 , elbarq28@gmail.com ,True
EL-BARQ RECRUITMENT AGENCY U LIMITED,https://eemis.mglsd.go.ug/companies/EL-BARQRECRUITMENTAGENCYULIMITED_689526,SSENTEMA ROAD MASIKI ZONE,+256-783-302076,"21 Jun, 2022 - 08 Mar, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_339_1732694938.png,EL-BARQ RECRUITMENT AGENCY U LIMITED,E22060043,21 June 2022,08 March 2025,"(' P.O Box 143432', 'Kampala, Uganda ')", +256-783-302076 , elbarq28@gmail.com ,False
ELECTRA HR CONSULTANCY - LTD,https://eemis.mglsd.go.ug/companies/ELECTRAHRCONSULTANCY-LTD_8354400,104025 KAMPALA,+256-393-256814,"23 Aug, 2024 - 22 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1180_1646645701.jpg,ELECTRA HR CONSULTANCY - LTD,E24080034,23 August 2024,22 August 2026,"(' 104025 KAMPALA', 'Kampala, Uganda ')", +256-393-256814 , electrahr22@gmail.com ,True
ELFAEED COMPANY LIMITED,https://eemis.mglsd.go.ug/companies/ELFAEEDCOMPANYLIMITED_331350,NTINDA STRETCHER ROAD,+256-752-951685,"10 Aug, 2023 - 09 Aug, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_235_1614599026.jpg,ELFAEED COMPANY LIMITED,E23080004,10 August 2023,09 August 2025,"(' P.O BOX 3507', 'Kampala, Uganda ')", +256-752-951685 , uganda@elfaeed.com ,True
ELFIRSAN GROUP LIMITED,https://eemis.mglsd.go.ug/companies/ELFIRSANGROUPLIMITED_20886,"PLOT 5, LUTHULI DRIVE",+256-393-215483,"31 May, 2024 - 30 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/logo_591574099590110.jpg,ELFIRSAN GROUP LIMITED,E24050027,31 May 2024,30 May 2026,"(' P.O Box 29805', 'Kampala, Uganda ')", +256-393-215483 , elfirsangroup@gmail.com ,True
ELITE INTERNATIONAL CONSULTANTS JOB LINK LTD,https://eemis.mglsd.go.ug/companies/ELITEINTERNATIONALCONSULTANTSJOBLINKLTD_317400,"Luwafu, Near the Makindye General Court Martial",+256-775-715978,"30 Aug, 2023 - 29 Aug, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_230_1615393071.jpg,ELITE INTERNATIONAL CONSULTANTS JOB LINK LTD,E23080016,30 August 2023,29 August 2025,"(' P.O Box 73679', 'Kampala, Uganda ')", +256-775-715978 , eliteinternationaljoblink@gmail.com ,True
ELITE WINNERS AGENCIES LIMITED,https://eemis.mglsd.go.ug/companies/ELITEWINNERSAGENCIESLIMITED_15606,"Sendaula Road, Kawempe Kilokole",+256-701-741383,"23 May, 2023 - 22 May, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_51_1680179211.jpeg,ELITE WINNERS AGENCIES LIMITED,E23050029,23 May 2023,22 May 2025,"(' P.O Box 27176 KLA', 'Kampala, Uganda ')", +256-701-741383 , elitewinnersag@gmail.com ,True
ELLUTF RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ELLUTFRECRUITMENTOFFICE_30186294,"Ummu Al Hammam, Saudi Arabia, Riyadh",+966-500-570858,"06 Jun, 2024 - 06 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2243_1713556197.jpg,ELLUTF RECRUITMENT OFFICE,SA24060002,06 June 2024,06 June 2026,"(' P.O Box ', 'Ar Riyad, Saudi Arabia ')", +966-500-570858 , smghrnetwork@gmail.com ,True
ELSERAG INTERNATIONAL - SMC LTD,https://eemis.mglsd.go.ug/companies/ELSERAGINTERNATIONAL-SMCLTD_14732934,106981 KAMPALA,+256-708-090505,"20 Jan, 2023 - 19 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1567_1658785555.jpg,ELSERAG INTERNATIONAL - SMC LTD,E23010011,20 January 2023,19 January 2025,"(' P.O Box 106981', 'Kampala, Uganda ')", +256-708-090505 , els.international.ltd@gmail.com ,False
EMIRATES GENERAL SERVICES ENTERPRISES,https://eemis.mglsd.go.ug/companies/EmiratesGeneralServicesEnterprises_24506646,"Fabrics Building, office 201. Salam street, Abu Dhabi, UAE",+971-026-777223,"13 Jul, 2023 - 13 Jul, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2021_1686643644.png,EMIRATES GENERAL SERVICES ENTERPRISES,AE23070009,13 July 2023,13 July 2025,"(' P.O Box ', 'Abu Zaby, United Arab Emirates ')", +971-026-777223 , egse@emirates.net.ae ,True
EMPOWERAGE INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/EMPOWERAGEINTERNATIONALLIMITED_150,CHURCH ROAD,+256-392-176123,"23 Mar, 2023 - 22 Mar, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_5_1584094186.png,EMPOWERAGE INTERNATIONAL LIMITED,E23030002,23 March 2023,22 March 2025,"(' 24962, KAMPALA', 'Kampala, Uganda ')", +256-392-176123 , empowerageinternationallimited@gmail.com ,False
EMPOWERAGE INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/EMPOWERAGEINTERNATIONALLIMITED_150,"KULAMBIRO LINK, BULABIRA",+256-772-838651,"23 Mar, 2023 - 30 Apr, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_5_1584094186.png,EMPOWERAGE INTERNATIONAL LIMITED,E23030002,23 March 2023,30 April 2025,"(' 24962, KAMPALA', 'Kampala, Uganda ')", +256-772-838651 , empowerageinternationallimited@gmail.com ,True
EMPYREAN RECRUITMENT LTD,https://eemis.mglsd.go.ug/companies/EMPYREANRECRUITMENTLTD_11162976,Kabuusu Nayiga road,+256-774-782324,"15 Apr, 2024 - 14 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1364_1694436614.png,EMPYREAN RECRUITMENT LTD,E24040006,15 April 2024,14 April 2026,"(' P.O.Box 108958 kampala', 'Kampala, Uganda ')", +256-774-782324 , empyreanltd19@gmail.com ,True
EMRAJ UGANDA LIMITED,https://eemis.mglsd.go.ug/companies/EMRAJUGANDALIMITED_1572864,"P.O BOX 101526, KAMPALA",+256-775-580602,"26 Jun, 2024 - 25 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_512_1647165097.png,EMRAJ UGANDA LIMITED,E24060019,26 June 2024,25 June 2026,"(' 101526, KAMPALA', 'Kampala, Uganda ')", +256-775-580602 , admin@emraj.com ,True
ENJAAZI LIMITED,https://eemis.mglsd.go.ug/companies/EnjaaziLimited_167334,"Plot 2, Fr Seryazi Nicholas Close, Makindye",+256-707-681801,"06 Dec, 2024 - 05 Dec, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_167_1595260785.jpg,ENJAAZI LIMITED,E24120004,06 December 2024,05 December 2026,"(' P.O Box 5328', 'Kampala, Uganda ')", +256-707-681801 , ashekitandwe153@gmail.com ,True
